qId,segmentId,type,difficulty,tag1,tag2,tag3,lawTag,revisionFlag,conceptId,variantGroupId,source_ref,imageUrl,choiceImageUrl,stem,choiceA,choiceB,choiceC,choiceD,choiceE,explainA,explainB,explainC,explainD,explainE,correct,explainShort,explainLong,status,updatedAt
R1gakkaB-006,R1gakkaB,knowledge,3,その他,,R1年度,,0,,,R1 学科B No.6,,,資材・機械の調達計画立案に関する次の記述のうち、適当でないものはどれか。,資材計画では、各工種に使用する資材を種類別、月別にまとめ、納期、調達先、調達価格など を把握しておく。,機械計画では、機械が効率よく稼働できるよう、短期間に生じる著しい作業量のピークに合わ せて、工事の変化に対応し、常に確保しなければならない。,資材計画では、特別注文品など長い納期を要する資材の調達は、施工に支障をきたすことのな いよう品質や納期に注意する。,機械計画では、機械の種類、性能、調達方法のほか、機械が効率よく稼働できるよう整備や修 理などのサービス体制も確認しておく。,,工事現場における建設工事の施工に従事する者は、主任技術者又は監理技術者がその職務として行う指導に従わなければならない。    正しいです。建設業法第26条の3第2項では、「建設工事の施工に従事する者は、主任技術者又は監理技術者がその職務として行う指導に従わなければならない」と規定しています。,"発注者から直接建設工事を請け負った特定建設業者は、当該建設工事を施工するために締結した下請契約の請負代金が政令で定める金額以上の場合、工事現場に監理技術者を置かなければならない。    正しいです。特定建設業者が発注者から直接請負し、4500万円（建築一式工事の場合は7000万円）以上を下請けに発注する場合は、主任技術者ではなく監理技術者を置かなければなりません。※令和5年1月1日の法改正により下請代金合計額が4,500万円（建築一式7,000万円）へと変更になりました。参考：https://web.pref.hyogo.lg.jp/org/keiyakukanri/documents/all-data_r0501.pdf",主任技術者及び監理技術者は、工事現場における建設工事を適正に実施するため、当該建設工事の施工計画の作成、工程管理、品質管理その他の技術上の管理及び当該建設工事の施工に従事する者の技術上の指導監督を行わなければならない。    正しいです。主任技術者の役割は、建設工事の施工にあたり、技術上の指導監督、施工計画の作成、工程管理、工事目的物等の品質管理および安全管理等を行うことです。監理技術者はさらに、下請け業者の指導監督等を行うことになります。,主任技術者及び監理技術者は、建設業法で設置が義務付けられており、公共工事標準請負契約約款に定められている現場代理人を兼ねることができない。    誤りです。公共工事標準請負契約約款では、現場代理人は主任技術者および監理技術者との兼任が認められており、実際に兼務していることが多くあります。,,B,【誤っているものは「主任技術者及び監理技術者は、建設業法で設置が義務付けられており、公共工事標準請負契約約款に定められている現場代理人を兼ねることができない。」です。】,,published,2026-02-14T18:04:32
R1gakkaB-007,R1gakkaB,knowledge,3,施工管理・計画,契約・体制,R1年度,,0,,,R1 学科B No.7,,,公共工事における施工体制台帳の作成に関する次の記述のうち、適当でないものはどれ か。,発注者から直接工事を請け負った建設業者は、当該工事を施工するため、一定額以上の下請契 約を締結する場合は、施工体制台帳を作成しなければならない。,施工体制台帳を作成する建設業者は、当該工事における施工の分担関係を表示した施工体系図 を作成し、工事関係者及び公衆が見やすい場所に掲示しなければならない。,発注者から直接工事を請け負った建設業者は、公共工事の入札及び契約の適正化の促進に関 する法律に基づき、作成した施工体制台帳の写しを発注者に提出しなければならない。,施工体制台帳を作成する建設業者は、施工に携わる下請負人の把握に努め、これらの下請負人 に対して再下請通知書を提出するよう指導するとともに、自らも情報の把握に努めなければな らない。,,誤りです。火薬類取締法 第46条 第1項 により、遅滞なくその旨を警察官又は海上保安官に届け出なければなりません。,正しいです。火薬類取締法施行規則 第53条 第1項により、正しいです。,正しいです。火薬類取締法施行規則 第53条 第2項により、正しいです。,正しいです。火薬類取締法施行規則 第54条 第1項により、正しいです。,,A,【正解は1です。】 1→誤りです。火薬類取締法 第46条 第1項 により、遅滞なくその旨を警察官又は海上保安官に届け出なければなりません。 2→正しいです。火薬類取締法施行規則 第53条 第1項により、正しいです。 3→正しいです。火薬類取締法施行規則 第53条 第2項により、正しいです。 4→正しいです。火薬類取締法施行規則 第54条 第1項により、正しいです。,,published,2026-02-14T18:04:32
R1gakkaB-008,R1gakkaB,knowledge,3,法規,道路関係法,R1年度,,0,,,R1 学科B No.8,,,仮設工事計画立案の留意事項に関する次の記述のうち、適当でないものはどれか。,仮設工事計画は、本工事の工法・仕様などの変更にできるだけ追随可能な柔軟性のある計画と する。,仮設工事の材料は、一般の市販品を使用して可能な限り規格を統一し、その主要な部材につい ては他工事にも転用できるような計画にする。,仮設工事計画では、取扱いが容易でできるだけユニット化を心がけるとともに、作業員不足を 考慮し、省力化がはかれるものとする。,仮設工事計画は、仮設構造物に適用される法規制を調査し、施工時に計画変更することを前提 に立案する。,,誤りです。道路法施行令 第2章 第7条に該当しますので、道路管理者の許可を受けなければなりません。,誤りです。道路法第24条（道路管理者以外の者の行う工事）に該当し、申請書類を添付の上で道路管理者の承認を受けなければなりません。（なお、工事に要する費用は全額申請者負担となり、完成した道路施設は道路管理者に移管されます。）,正しいです。重量の増加が伴わないなどの占用物件の構造の変更は、道路法第32条第3項の「道路の構造又は交通に支障を及ぼす虞のないと認められる軽易なもの」に該当します。,誤りです。道路法第32条により、道路に電線・上下水道（これらは企業占用と呼ばれる）などの施設を設け、継続して道路を使用する場合においても、あらためて道路管理者の許可を受けなければなりません。,,D,【正解は3です。】 1→誤りです。道路法施行令 第2章 第7条に該当しますので、道路管理者の許可を受けなければなりません。 2→誤りです。道路法第24条（道路管理者以外の者の行う工事）に該当し、申請書類を添付の上で道路管理者の承認を受けなければなりません。（なお、工事に要する費用は全額申請者負担となり、完成した道路施設は道路管理者に移管されます。） 3→正しいです。重量の増加が伴わないなどの占用物件の構造の変更は、道路法第32条第3項の「道路の構造又は交通に支障を及ぼす虞のないと認められる軽易なもの」に該当します。 4→誤りです。道路法第32条により、道路に電線・上下水道（これらは企業占用と呼ばれる）などの施設を設け、継続して道路を使用する場合においても、あらためて道路管理者の許可を受けなければなりません。,,published,2026-02-14T18:04:32
R1gakkaB-009,R1gakkaB,knowledge,3,施工管理・計画,施工計画,R1年度,,0,,,R1 学科B No.9,,,施工計画における建設機械に関する次の記述のうち、適当でないものはどれか。,施工計画においては、工事施工上の制約条件より最も適した建設機械を選定し、その機械が最 大能率を発揮できる施工法を選定することが合理的かつ経済的である。,組合せ建設機械の選択においては、従作業の施工能力は主作業の施工能力と同等、あるいは幾 分低めにする。,機械施工における施工単価は、機械の運転時間当たりの機械経費を運転時間当たり の作業量で除することによって求めることができる。,単独の建設機械又は組み合わされた一群の建設機械の作業能力は、時間当たりの平均作業量で 算出するのが一般的である。,,誤りです。河川区域内の上空や地下は河川区域内の土地として扱われます。吊り橋や電線を設置する行為は占用とみなされますので、許可を受ける必要があります。,正しいです。河川区域内で工作物の新築・改築・除却をする場合（河川法第26条第1項）と土地の掘削、盛土等の形状変更をする場合（河川法第27条第1項）は、個別に許可を受けなければいけませんが、工作物の新築・改築・除却をする場合に付随して土地の掘削、盛土等の形状変更がともなう場合は、例外として土地の掘削、盛土等の形状変更の許可を受ける必要はありません。,誤りです。河川区域内で工作物の新築・改築・除却をする場合（河川法第26条第1項）に該当します。民有地で一時的な仮設の現場事務所でも河川性能に影響があるため許可が必要です。,誤りです。河川区域内の土地を占用する場合（河川法第24条）及び河川区域内で工作物の新築・改築・除却をする場合（河川法第26条第1項）それぞれにおいて、個別に許可を受けなければなりません。,,B,【正解は2です。】 以下の場合は、河川管理者の許可が必要です。 ・河川区域内の土地を占用する場合　（河川法第24条）・河川区域内で工作物の新築・改築・除却をする場合　（河川法第26条第1項）・河川区域内で土地の掘削、盛土等の形状変更をする場合　（河川法第27条第1項）・河川保全区域内で土地の形状変更、工作物の新築及び改築をする場合　（河川法第55条第1項） 1→誤りです。河川区域内の上空や地下は河川区域内の土地として扱われます。吊り橋や電線を設置する行為は占用とみなされますので、許可を受ける必要があります。 2→正しいです。河川区域内で工作物の新築・改築・除却をする場合（河川法第26条第1項）と土地の掘削、盛土等の形状変更をする場合（河川法第27条第1項）は、個別に許可を受けなければいけませんが、工作物の新築・改築・除却をする場合に付随して土地の掘削、盛土等の形状変更がともなう場合は、例外として土地の掘削、盛土等の形状変更の許可を受ける必要はありません。 3→誤りです。河川区域内で工作物の新築・改築・除却をする場合（河川法第26条第1項）に該当します。民有地で一時的な仮設の現場事務所でも河川性能に影響があるため許可が必要です。 4→誤りです。河川区域内の土地を占用する場合（河川法第24条）及び河川区域内で工作物の新築・改築・除却をする場合（河川法第26条第1項）それぞれにおいて、個別に許可を受けなければなりません。,,published,2026-02-14T18:04:32
R1gakkaB-010,R1gakkaB,knowledge,3,施工管理・計画,,R1年度,,0,,,R1 学科B No.10,,,工事の工程管理に関する次の記述のうち、適当でないものはどれか。,工程管理は、施工計画において品質、原価、安全など工事管理の目的とする要件を総合的に調 整し、策定された基本の工程計画をもとにして実施される。,工程管理を行う場合は、常に工事の進捗状況を把握して計画と実施のずれを早期に発見し、必 要な是正措置を講ずる。,横線式工程表は、横軸に日数をとるので各作業の所要日数がわかり、作業の流れが左から右へ 移行しているので作業間の関連を把握することができる。,"工程曲線は、一つの作業の遅れや変化が工事全体の工期にどのように影響してくるかを早く, 正確に把握することに適している。",,正しいです。上記の通り５０㎡を超える防火地域内に設ける仮設建築物の屋根の構造は、政令で定める技術的基準に適合するもので、国土交通大臣の認定を受けたものとしなければならないで正しいです。,誤りです。上記の中の抜粋の条文にありますが、湿潤な土地又はごみ等で埋め立てられた土地に建築物を建築する場合は、盛土・地盤改良などの衛生上または安全上必要な措置を講じなければならないという規定は仮設建築物には適用されません。,誤りです。上記の通り第6条（建築確認申請に関する規定）は適用しないと記載があります。よって、建築確認申請は不要です。,誤りです。上記の中の抜粋の条文にありますが、都市計画区域内での用途制限・容積率・斜線制限などの建築制限は仮設建築物には適用されません。,,D,【正解は1です】 建築基準法第８５条第２項において、工事を施工するために現場に設ける事務所、下小屋、材料置場その他これらに類する仮設建築物についての記載があり、第6条（建築確認申請に関する規定）他（条文抜粋）は適用しないと記載があります。よって、建築確認申請は不要です。ただし、防火地域又は準防火地域内にある延べ面積が５０㎡を超えるものについては、第６２条（屋根）の規定の適用があるものとするともあり、防火地域又は準防火地域内の建築物の屋根の構造は、屋根に必要とされる性能に関して建築物の構造及び用途の区分に応じて政令で定める技術的基準に適合するもので、国土交通大臣が定めた構造方法を用いるもの又は国土交通大臣の認定を受けたものとしなければならないとなっています。 1→正しいです。上記の通り５０㎡を超える防火地域内に設ける仮設建築物の屋根の構造は、政令で定める技術的基準に適合するもので、国土交通大臣の認定を受けたものとしなければならないで正しいです。 2→誤りです。上記の中の抜粋の条文にありますが、湿潤な土地又はごみ等で埋め立てられた土地に建築物を建築する場合は、盛土・地盤改良などの衛生上または安全上必要な措置を講じなければならないという規定は仮設建築物には適用されません。 3→誤りです。上記の通り第6条（建築確認申請に関する規定）は適用しないと記載があります。よって、建築確認申請は不要です。 4→誤りです。上記の中の抜粋の条文にありますが、都市計画区域内での用途制限・容積率・斜線制限などの建築制限は仮設建築物には適用されません。,,published,2026-02-14T18:04:32
R1gakkaB-011,R1gakkaB,knowledge,3,施工管理・計画,,R1年度,,0,,,R1 学科B No.11,,,工程管理における日程計画に関する次の記述のうち、適当なものはどれか。,日程計画では、各種工事に要する実稼働日数を算出し、この日数が作業可能日数より多くなる ようにする。,作業可能日数は、暦日による日数から定休日、天候その他に基づく作業不能日を差し引いて推 定する。,資源の山積みとは、契約工期の範囲内で施工順序や施工時期を変えながら、人員や資機材など 資源の投入量が最も効率的な配分となるよう調整し、工事のコストダウンをはかるものである。,時間平均施工量に日平均作業時間を乗じて得られる日平均施工量は、工事量 を作業可能日数で除して得られる日の施工量よりも少なくなるようにする。,,該当します。上記の②びょう打機を使用する作業に該当します。,該当します。上記の⑥バックホウを使用する作業に該当します。,該当しません。くい打くい抜機を使用する作業は上記の①に該当しますが、「圧入式くい打くい抜機を除く」となっておりますので、該当しません。圧入式くい打くい抜機には、主にサイレントパイラー等が該当します。,該当します。上記の⑧ブルドーザーを使用する作業に該当します。,,B,【正解は3です】 騒音規制法の特定建設作業を問う問題です。 特定建設作業の種類は、以下の通りです。 ①くい打機（もんけんを除く。）、くい抜機又はくい打くい抜機（圧入式くい打くい抜機を除く。）を使用する作業。（くい打機をアースオーガーと併用する作業を除く。） ②びょう打機を使用する作業。 ③さく岩機を使用する作業。（作業地点が連続的に移動する作業にあっては、１日における当該作業に係る２地点間の最大距離が50メートルを超えない作業に限る。） ④空気圧縮機（電動機以外の原動機を用いるものであって、その原動機の定格出力が15 キロワット以上のものに限る。）を使用する作業。（さく岩機の動力として使用する作業を除く。） ⑤コンクリートプラント（混練機の混練容量が 0.45 立方メートル以上のものに限る。）又はアスファルトプラント（混練機の混練重量が 200 キログラム以上のものに限る。）を設けて行う作業。（モルタルを製造するためにコンクリートプラントを設けて行う作業を除く。） ⑥バックホウ（一定の限界を超える大きさの騒音を発生しないものとして環境大臣が指定するものを除き、原動機の定格出力が80 キロワット以上のものに限る。）を使用する作業。 ⑦トラクターショベル（一定の限界を超える大きさの騒音を発生しないものとして環境大臣が指定するものを除き、原動機の定格出力が 70 キロワット以上のものに限る。）を使用する作業。 ⑧ブルドーザー（一定の限界を超える大きさの騒音を発生しないものとして環境大臣が指定するものを除き、原動機の定格出力が40 キロワット以上のものに限る。）を使用する作業。  1→該当します。上記の②びょう打機を使用する作業に該当します。 2→該当します。上記の⑥バックホウを使用する作業に該当します。 3→該当しません。くい打くい抜機を使用する作業は上記の①に該当しますが、「圧入式くい打くい抜機を除く」となっておりますので、該当しません。圧入式くい打くい抜機には、主にサイレントパイラー等が該当します。 4→該当します。上記の⑧ブルドーザーを使用する作業に該当します。,,published,2026-02-14T18:04:32
R1gakkaB-012,R1gakkaB,knowledge,3,施工管理・計画,工程管理,R1年度,,0,,,R1 学科B No.12,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaB-012.png,,下図のネットワーク式工程表に関する次の記述のうち、適当なものはどれか。,工事開始から工事完了までの必要日数(工期)は30日である。,"クリティカルパスは,0→1→6→7→8→9である。",1→6→7→8の作業余裕日数は4日である。,作業K の最早開始日は、工事開始後26日である。,,正しいです。良好な住居の環境を保全するため、特に静穏の保持を必要とする区域は第１号区域であり、原則として「午後7時～翌日午前7時に特定建設作業が行われないこと」となっております。,正しいです。指定地域では第１号区域及び第２号区域ともに、作業期間は「連続6日以内」と定められています。それを超えて特定建設作業を行うことはできません。,正しいです。指定地域では第１号区域及び第２号区域ともに、振動の大きさは「敷地境界線において75デシベルを超えないこと」と定められております。,誤りです。良好な住居の環境を保全するため、特に静穏の保持を必要とする区域は第１号区域であり、作業期間は「1日あたり10時間まで」認められております。,,C,【正解は4です】 振動規制法上、指定地域（都道府県知事や市長・特別区長が、振動について規制する地域を指定）の概要及び振動の大きさや作業時間等は、次のとおり定められています。 ＜第１号区域＞ ● 良好な住居の環境を保全するため、特に静穏の保持を必要とする区域● 住居の用に供されているため、静穏の保持を必要とする区域● 住居の用に併せて商業、工業等の用に供されている区域であって、相当数の住居が集合しているため、振動の発生を防止する必要がある区域● 学校、保育所、病院、患者の収容施設を有する診療所、図書館及び特別養護老人ホームの敷地の周囲おおむね80ｍの区域内　振動の大きさ→敷地境界線において75デシベルを超えないこと　作業時間帯→午後7時～翌日午前7時に行われないこと　作業期間→1日あたり10時間以内かつ連続6日以内　作業日→日曜日、その他の休日でないこと＜第２号区域＞ ● 指定地域のうち第１号区域以外の区域　振動の大きさ→敷地境界線において75デシベルを超えないこと　作業時間帯→午後10時～翌日午前6時に行われないこと　作業期間→1日あたり14時間以内かつ連続6日以内　作業日→日曜日、その他の休日でないこと ※ただし、災害や緊急事態により特定建設作業を緊急に行う必要がある場合等においては、この制限はありません。  1→正しいです。良好な住居の環境を保全するため、特に静穏の保持を必要とする区域は第１号区域であり、原則として「午後7時～翌日午前7時に特定建設作業が行われないこと」となっております。 2→正しいです。指定地域では第１号区域及び第２号区域ともに、作業期間は「連続6日以内」と定められています。それを超えて特定建設作業を行うことはできません。 3→正しいです。指定地域では第１号区域及び第２号区域ともに、振動の大きさは「敷地境界線において75デシベルを超えないこと」と定められております。 4→誤りです。良好な住居の環境を保全するため、特に静穏の保持を必要とする区域は第１号区域であり、作業期間は「1日あたり10時間まで」認められております。,,published,2026-02-14T18:04:32
R1gakkaB-013,R1gakkaB,knowledge,3,施工管理・計画,,R1年度,,0,,,R1 学科B No.13,,,工程管理曲線(バナナ曲線)を用いた工程管理に関する次の記述のうち、適当なものは どれか。,"予定工程曲線が許容限界からはずれるときには、一般に不合理な工程計画と考えられるので, 再検討を要する。",工程計画は、全工期に対して工程(出来高)を表す工程管理曲線の勾配が、工期の初期→中期 →後期において、急→緩→急となるようにする。,実施工程曲線が予定工程曲線の上方限界を超えたときは、工程遅延により突貫工事となること が避けられないため、突貫工事に対して経済的な実施方策を検討する。,実施工程曲線が予定工程曲線の下方限界に接近している場合は、一般にできるだけこの状態を 維持するように工程を進行させる。,,正しいです。港則法 第21条では、「爆発物その他の危険物（当該船舶の使用に供するものを除く。以下同じ。）を積載した船舶は、特定港に入港しようとするときは、港の境界外で港長の指揮を受けなければならない」と定められております。,正しいです。港則法 第31条では、「特定港内又は特定港の境界附近で工事又は作業をしようとする者は、港長の許可を受けなければならない」と定められております。,誤りです。港則法 第17条では、「船舶は、港内においては、防波堤、ふとうその他の工作物の突端又は停泊船舶を右げんに見て航行するときは、できるだけこれに近寄り、左げんに見て航行するときは、できるだけこれに遠ざかって航行しなければならない」と定められております。問題文は『右げんの航行方法』となっておりますので、誤りです。,正しいです。港則法 第31条では、「船舶は、港内及び港の境界附近においては、他の船舶に危険を及ぼさないような速力で航行しなければならないと」定められております。,,A,【正解は3です】 港則法から、船舶の航行又は工事の許可等の問題です。 1→正しいです。港則法 第21条では、「爆発物その他の危険物（当該船舶の使用に供するものを除く。以下同じ。）を積載した船舶は、特定港に入港しようとするときは、港の境界外で港長の指揮を受けなければならない」と定められております。 2→正しいです。港則法 第31条では、「特定港内又は特定港の境界附近で工事又は作業をしようとする者は、港長の許可を受けなければならない」と定められております。 3→誤りです。港則法 第17条では、「船舶は、港内においては、防波堤、ふとうその他の工作物の突端又は停泊船舶を右げんに見て航行するときは、できるだけこれに近寄り、左げんに見て航行するときは、できるだけこれに遠ざかって航行しなければならない」と定められております。問題文は『右げんの航行方法』となっておりますので、誤りです。 4→正しいです。港則法 第31条では、「船舶は、港内及び港の境界附近においては、他の船舶に危険を及ぼさないような速力で航行しなければならないと」定められております。,,published,2026-02-14T18:04:32
R1gakkaB-014,R1gakkaB,knowledge,3,労働安全,安全衛生法令,R1年度,,0,,,R1 学科B No.14,https://raw.githubusercontent.com/bubbleberry247/PDF-RakuRaku-Seisan/master/docs/assets/doboku-14w/images/R1gakkaB-014.png,,"下図に示す施工体制の現場において,A 社がB 社に組み立てさせた作業足場でB 社, C 社,D 社が作業を行い,E 社はC 社が持ち込んだ移動式足場で作業を行うことと なった。特定事業の仕事を行う注文者として積載荷重の表示、点検等の安全措置義務に 関する次の記述のうち、労働安全衛生法令上、正しいものはどれか。","A 社は、作業足場について,B 社,C 社,D 社の労働者に対し注文者としての安全措置義務を 負わない。","B 社は、自社が組み立てた作業足場について,D 社の労働者に対し注文者としての安全措置義 務を負う。","A 社は,C 社が持ち込んだ移動式足場について,E 社の労働者に対し注文者としての安全措置 義務を負わない。",C 社は、移動式足場について、事業者としての必要措置を行わなければならないが、注文者と しての安全措置義務も負う。,,TSでの距離測定は、1 視準 2 読定を 1 セットとする。    正しいです。距離測定は、１視準２読定の測定を１セットとします。,TSでの鉛直角観測は、1 視準 1 読定、望遠鏡正及び反の観測を 1 対回とする。    正しいです。鉛直角観測は１視準１読定とし、観測は１対回とします。,TSでの距離測定にともなう気温及び気圧の測定は、原則として反射鏡を整置した測点のみで行うものとする。    誤りです。「気温と気圧の測定は、原則として測距儀又はトータルステーションを整置した測点で行い、反射鏡を整置した測点では行わない」が正しいため、設問は誤りです。,TSでの観測は、水平角観測の必要対回数に合わせ、取得された鉛直角観測値及び距離測定値はすべて採用し、その平均値を用いることができる。    正しいです。「トータルステーションを使用する場合は、水平角の観測の対回数に あわせ取得された鉛直角の観測値及び距離の測定値は、(3)の規定に 関わらず採用し、その平均値を用いることができる」と規程されております。,,D,【正解は「TSでの距離測定にともなう気温及び気圧の測定は、原則として反射鏡を整置した測点のみで行うものとする。」です】 国土交通省 国土地理院の『基準点測量に関する各種規程』の中の『基準点測量作業規程』にセオドライト及び測距儀等による観測等の方法が、次のように規程されています。 (1) 水平角観測　 1) 観測は１視準１読定とする。　 2) 観測は２対回とし、使用する目盛は０度及び 90 度とする。ただし、目盛の変更が不可能な機器は、１対回の繰り返し観測を２回行う。　 3) 倍角差は 15 秒以内、観測差は８秒以内とする。 (2) 鉛直角観測　1) 観測は１視準１読定とする。　2) 観測は１対回とする。　 3) 高度定数差は 10 秒以内とする。　4) 観測方向が１方向のみの測点では、適切な目標を選んで観測を行い、高度定数を点検する。 (3) 距離測定　 1) 測定は、１視準２読定の測定を１セットとし、２セットの測定を行う。　2) セット内の測定値の較差及びセット間の較差は、20 ミリメートル以内とする。 (4) トータルステーションを使用する場合は、水平角の観測の対回数にあわせ取得された鉛直角の観測値及び距離の測定値は、(3)の規定に関わらず採用し、その平均値を用いることができる。 (5) 気象要素の測定　 1) 気温と気圧の測定は、原則として測距儀又はトータルステーションを整置した測点（以下「測距儀点」という。）で行い、反射鏡を整置した測点（以下「反射点」という。）では行わない。　 2) 温度計は、直射日光があたらないようにして、地面等からの輻射熱の少ない場所を選んで空中に吊す。　3) 気圧計に強い衝撃を与えた時は、点検を行う。　4) 気温と気圧の測定は、距離測定の開始直前又は終了直後に行う。　 5) 測距儀点と反射点の標高差が 400 メートル以上のときは、反射点の気圧 及び気温を計算により求める。　6) 測距儀点及び反射点での気圧及び気温が求められたときは、その 平均値で気象補正計算を行う。,,published,2026-02-14T18:04:32
R1gakkaB-015,R1gakkaB,knowledge,3,労働安全,安全衛生法令,R1年度,,0,,,R1 学科B No.15,,,"建設業の安全衛生管理体制に関する次の記述のうち、労働安全衛生法令上, 誤っているものはどれか。",総括安全衛生管理者が統括管理する業務には、安全衛生に関する計画の作成、実施、評価及び 改善が含まれる。,安全管理者の職務は、総括安全衛生管理者の業務のうち安全に関する技術的な具体的事項につ いて管理することである。,統括安全衛生責任者は、当該場所においてその事業の実施を統括管理する者が充たり、元方安 全衛生管理者の指揮を行う。,衛生管理者の職務は、総括安全衛生管理者の業務のうち衛生に関する事務的な具体的事項につ いて管理することである。,,該当します。②「設計図書に誤謬又は脱漏があること」が該当します。,該当します。⑤「設計図書で明示されていない施工条件について予期することのできない特別な状態が生じたこと」が該当します。,該当します。①「図面、仕様書、現場説明書及び現場説明に対する質問回答書が一致しないこと」が該当します。,該当しません。上記のいずれにも該当しておらず、監督員への通知や確認の請求は不要です。ちなみに、設計図書に工事に使用する建設機械の明示がない場合は、いわば品質規定(仕様書・管理基準等の条件を満足すれば工法は問わない。）として、工事に使用する建設機械等は受注者の判断で選択することができます。,,D,【正解は4です】 公共工事標準請負契約約款の条文の中に『条件変更等』という、以下のような項目があります。 受注者は、工事の施工に当たり、次の各号のいずれかに該当する事実を発見したときは、その旨を直ちに監督員に通知し、その確認を請求しなければならない。① 図面、仕様書、現場説明書及び現場説明に対する質問回答書が一致しないこと（これらの優先順位が定められている場合を除く。）。② 設計図書に誤謬又は脱漏があること。③ 設計図書の表示が明確でないこと。④ 工事現場の形状、地質、湧水等の状態、施工上の制約等設計図書に示された自然的又は人為的な施工条件と実際の工事現場が一致しないこと。⑤ 設計図書で明示されていない施工条件について予期することのできない特別な状態が生じたこと。 1→該当します。②「設計図書に誤謬又は脱漏があること」が該当します。 2→該当します。⑤「設計図書で明示されていない施工条件について予期することのできない特別な状態が生じたこと」が該当します。 3→該当します。①「図面、仕様書、現場説明書及び現場説明に対する質問回答書が一致しないこと」が該当します。 4→該当しません。上記のいずれにも該当しておらず、監督員への通知や確認の請求は不要です。ちなみに、設計図書に工事に使用する建設機械の明示がない場合は、いわば品質規定(仕様書・管理基準等の条件を満足すれば工法は問わない。）として、工事に使用する建設機械等は受注者の判断で選択することができます。,,published,2026-02-14T18:04:32
R1gakkaB-016,R1gakkaB,knowledge,3,労働安全,足場・仮設,R1年度,,0,,,R1 学科B No.16,,,建設工事現場における保護具の使用に関する次の記述のうち、適当なものはどれか。,"保護帽の材質は,PC,PE,ABS などの熱可塑性樹脂製のものは使用できる期間が決められて いるが,FRP などの熱硬化性樹脂製のものは決められていない。",保護帽の着装体(ハンモック、ヘッドバンド、環ひも)を交換するときは、同一メーカーの同 一形式の部品を使用しなくてもよい。,安全靴は、作業区分による種類に応じたものを使用し、つま先部に大きな衝撃を受けた場合は 外観のいかんにかかわらず、速やかに交換する。,防毒マスク及び防じんマスクは、酸素濃度不足が予想される酸素欠乏危険作業で用いなければ ならない。,,誤りです。頂版の内側主鉄筋は頂版の図（B-B断面）よりS1-D19であり、側壁の内側主鉄筋は側壁の図（D-D断面）よりW1-D13です。両者は異なっているので、誤りです。,正しいです。一般図より、土かぶりは2.0ｍ（2000ｍｍ）です。,正しいです。頂版、側壁の図より、各主鉄筋は、ボックスカルバート延長方向に250mm間隔で配置されています。,正しいです。一般図より、ボックスカルバート部材の厚さは、ハンチの部分を除いて同じ（400ｍｍ）です。,,C,【正解は1です】 1→誤りです。頂版の内側主鉄筋は頂版の図（B-B断面）よりS1-D19であり、側壁の内側主鉄筋は側壁の図（D-D断面）よりW1-D13です。両者は異なっているので、誤りです。 2→正しいです。一般図より、土かぶりは2.0ｍ（2000ｍｍ）です。 3→正しいです。頂版、側壁の図より、各主鉄筋は、ボックスカルバート延長方向に250mm間隔で配置されています。4→正しいです。一般図より、ボックスカルバート部材の厚さは、ハンチの部分を除いて同じ（400ｍｍ）です。,,published,2026-02-14T18:04:32
R1gakkaB-017,R1gakkaB,knowledge,3,労働安全,安全衛生法令,R1年度,,0,,,R1 学科B No.17,,,悪天候等の後には足場を使用する作業の開始前に足場の点検を行うが、悪天候等の定義 に関する次の記述のうち、労働安全衛生法令上、誤っているものはどれか。,10分間の平均風速で毎秒10 m 以上の強風,回の降雨量が30 mm 以上の大雨,回の降雪量が25 cm 以上の大雪,震度階級以上の地震,,工事現場において、電力会社と契約する電力が電灯・動力を含め 100 kW未満のものについては、低圧の電気の供給を受ける。    誤りです。工事現場において、電力会社と契約する電力（電灯、動力含めて）が50kW未満については低圧の供給を受け、50kW以上については高圧の供給を受けるので、誤りです。,工事現場に設置する自家用変電設備の位置は、一般にできるだけ負荷の中心から遠い位置を選定する。    誤りです。変電設備は、できるだけ負荷の中心から近い位置を選定します。電線がなるべく長くならないようにするためです。,工事現場で高圧にて受電し、現場内の自家用電気工作物に配電する場合、電力会社からは 3 kVの電圧で供給を受ける。    誤りです。工事現場で高圧にて受電し、現場内の自家用電気工作物に配電する場合、電力会社からは6kVの電圧で供給を受けます。,工事現場における電気設備の容量は、月別の電気設備の電力合計を求め、このうち最大となる負荷設備容量に対して受電容量不足をきたさないように決定する。    正しいです。問題文の通り、工事現場における電気設備の容量は、月別の電気設備の電力合計を求め、このうち最大となる負荷設備容量に対して受電容量不足をきたさないように決定します。最大でなく平均の負荷設備容量などにしてしまうと、時期によっては受電容量不足となってしまいます。,,B,【正解は「工事現場における電気設備の容量は、月別の電気設備の電力合計を求め、このうち最大となる負荷設備容量に対して受電容量不足をきたさないように決定する。」です】,,published,2026-02-14T18:04:32
